season,award,player,age,tm,first,pts_won,pts_max,share,winner,seas_id,player_id
2006,nba roy,Andrew Bogut,21,MIL,0,98,625,0.157,FALSE,19930,3573
2006,nba roy,Raymond Felton,21,CHA,0,79,625,0.126,FALSE,20336,3634
2006,nba roy,Channing Frye,22,NYK,0,41,625,0.066,FALSE,19991,3583
2006,nba roy,Deron Williams,21,UTA,1,31,625,0.05,FALSE,20046,3592
2006,nba roy,Danny Granger,22,IND,0,2,625,0.003,FALSE,20027,3589
2006,nba roy,Luther Head,23,HOU,0,2,625,0.003,FALSE,20231,3621
2006,nba roy,Ryan Gomes,23,BOS,0,1,625,0.002,FALSE,20366,3638
2006,smoy,Mike Miller,25,MEM,88,501,615,0.815,TRUE,20284,3276
2006,smoy,Speedy Claxton,27,NOK,14,205,615,0.333,FALSE,20391,3351
2006,smoy,Jerry Stackhouse,31,DAL,12,162,615,0.263,FALSE,20148,2930
2006,smoy,Antonio McDyess,31,DET,5,77,615,0.125,FALSE,19947,2896
2006,smoy,Earl Boykins,29,DEN,0,34,615,0.055,FALSE,20068,3117
2006,smoy,Alonzo Mourning,35,MIA,1,27,615,0.044,FALSE,19916,2696
2006,smoy,Leandro Barbosa,23,PHO,1,24,615,0.039,FALSE,20212,3462
2006,smoy,Mo Williams,23,MIL,1,19,615,0.031,FALSE,20291,3475
2006,smoy,Michael Finley,32,SAS,0,10,615,0.016,FALSE,20274,2948
2006,smoy,Shareef Abdur-Rahim,29,SAC,1,8,615,0.013,FALSE,20385,3024
2006,smoy,Channing Frye,22,NYK,0,6,615,0.01,FALSE,19991,3583
2006,smoy,Antoine Walker,29,MIA,0,6,615,0.01,FALSE,19940,2969
2006,smoy,Eddie House,27,PHO,0,5,615,0.008,FALSE,20075,3247
2006,smoy,Jamal Crawford,25,NYK,0,4,615,0.007,FALSE,20121,3258
2006,smoy,Clifford Robinson,39,NJN,0,4,615,0.007,FALSE,20013,2492
2006,smoy,Derek Fisher,31,GSW,0,3,615,0.005,FALSE,20044,2979
2006,smoy,Danny Granger,22,IND,0,3,615,0.005,FALSE,20027,3589
2006,smoy,Matt Harpring,29,UTA,0,3,615,0.005,FALSE,20262,3136
2006,smoy,Bobby Jackson,32,MEM,0,3,615,0.005,FALSE,19958,3041
2006,smoy,Erick Dampier,30,DAL,0,1,615,0.002,FALSE,20084,2984
2006,smoy,Devin Harris,22,DAL,0,1,615,0.002,FALSE,20054,3517
2006,smoy,Charlie Villanueva,21,TOR,0,1,615,0.002,FALSE,19996,3584
2005,dpoy,Ben Wallace,30,DET,45,339,625,0.542,TRUE,19369,2971
2005,dpoy,Bruce Bowen,33,SAS,33,247,625,0.395,FALSE,19396,2975
2005,dpoy,Marcus Camby,30,DEN,19,168,625,0.269,FALSE,19683,3004
2005,dpoy,Tim Duncan,28,SAS,6,81,625,0.13,FALSE,19845,3092
2005,dpoy,Shawn Marion,26,PHO,5,57,625,0.091,FALSE,19821,3218
2005,dpoy,Larry Hughes,26,WAS,3,53,625,0.085,FALSE,19650,3132
2005,dpoy,Tayshaun Prince,24,DET,6,46,625,0.074,FALSE,19841,3425
2005,dpoy,Shaquille O'Neal,32,MIA,3,32,625,0.051,FALSE,19817,2751
2005,dpoy,Kevin Garnett,28,MIN,4,30,625,0.048,FALSE,19634,2936
2005,dpoy,Andrei Kirilenko,23,UTA,1,25,625,0.04,FALSE,19341,3298
2005,dpoy,Allen Iverson,29,PHI,0,10,625,0.016,FALSE,19329,2967
2005,dpoy,Kirk Hinrich,24,CHI,0,6,625,0.01,FALSE,19639,3459
2005,dpoy,Joel Przybilla,25,POR,0,6,625,0.01,FALSE,19596,3263
2005,dpoy,Trenton Hassell,25,MIN,0,4,625,0.006,FALSE,19862,3358
2005,dpoy,Andre Iguodala,21,PHI,0,4,625,0.006,FALSE,19339,3500
2005,dpoy,Rasheed Wallace,30,DET,0,3,625,0.005,FALSE,19770,2950
2005,dpoy,David Wesley,34,TOT,0,3,625,0.005,FALSE,19465,2786
2005,dpoy,Tyson Chandler,22,CHI,0,2,625,0.003,FALSE,19869,3360
2005,dpoy,Manu Ginóbili,27,SAS,0,2,625,0.003,FALSE,19680,3401
2005,dpoy,Josh Howard,24,DAL,0,2,625,0.003,FALSE,19606,3454
2005,dpoy,Shane Battier,26,MEM,0,1,625,0.002,FALSE,19816,3350
2005,dpoy,Dwight Howard,19,ORL,0,1,625,0.002,FALSE,19491,3520
2005,dpoy,Andrés Nocioni,25,CHI,0,1,625,0.002,FALSE,19342,3501
2005,dpoy,Emeka Okafor,22,CHA,0,1,625,0.002,FALSE,19510,3521
2005,dpoy,Dwyane Wade,23,MIA,0,1,625,0.002,FALSE,19492,3445
2005,mip,Bobby Simmons,24,LAC,59,384,615,0.624,TRUE,19376,3301
2005,mip,Dwyane Wade,23,MIA,15,129,615,0.21,FALSE,19492,3445
2005,mip,Tayshaun Prince,24,DET,14,107,615,0.174,FALSE,19841,3425
2005,mip,Primož Brezec,25,CHA,5,75,615,0.122,FALSE,19760,3344
2005,mip,Dan Dickau,26,TOT,5,68,615,0.111,FALSE,19450,3377
2005,mip,LeBron James,20,CLE,4,57,615,0.093,FALSE,19654,3463
2005,mip,Amar'e Stoudemire,22,PHO,5,46,615,0.075,FALSE,19333,3366
2005,mip,Larry Hughes,26,WAS,1,28,615,0.046,FALSE,19650,3132
2005,mip,Joel Przybilla,25,POR,1,28,615,0.046,FALSE,19596,3263
2005,mip,Chris Bosh,20,TOR,1,21,615,0.034,FALSE,19416,3436
2005,mip,Grant Hill,32,ORL,2,17,615,0.028,FALSE,19532,2863
2005,mip,Udonis Haslem,24,MIA,1,16,615,0.026,FALSE,19870,3491
2005,mip,Damon Jones,28,MIA,2,14,615,0.023,FALSE,19447,3115
2005,mip,Luke Ridnour,23,SEA,1,14,615,0.023,FALSE,19667,3465
2005,mip,Gilbert Arenas,23,WAS,1,13,615,0.021,FALSE,19529,3317
2005,mip,Kirk Hinrich,24,CHI,1,12,615,0.02,FALSE,19639,3459
2005,mip,Kyle Korver,23,PHI,0,9,615,0.015,FALSE,19646,3461
2005,mip,Tyson Chandler,22,CHI,0,8,615,0.013,FALSE,19869,3360
2005,mip,Josh Howard,24,DAL,1,7,615,0.011,FALSE,19606,3454
2005,mip,Vince Carter,28,TOT,1,6,615,0.01,FALSE,19875,3166
2005,mip,Joe Johnson,23,PHO,0,6,615,0.01,FALSE,19594,3327
2005,mip,Shawn Marion,26,PHO,1,5,615,0.008,FALSE,19821,3218
2005,mip,Dirk Nowitzki,26,DAL,1,5,615,0.008,FALSE,19482,3116
2005,mip,Shaquille O'Neal,32,MIA,1,5,615,0.008,FALSE,19817,2751
2005,mip,Eddy Curry,22,CHI,0,5,615,0.008,FALSE,19502,3313
2005,mip,Reggie Evans,24,SEA,0,3,615,0.005,FALSE,19778,3417
2005,mip,Fred Jones,25,IND,0,3,615,0.005,FALSE,19524,3383
2005,mip,Brevin Knight,29,CHA,0,3,615,0.005,FALSE,19387,3043
2005,mip,Jason Richardson,24,GSW,0,3,615,0.005,FALSE,19573,3323
2005,mip,Gerald Wallace,22,CHA,0,3,615,0.005,FALSE,19528,3316
2005,mip,Drew Gooden,23,CLE,0,2,615,0.003,FALSE,19490,3380
2005,mip,Ricky Davis,25,BOS,0,1,615,0.002,FALSE,19784,3153
2005,mip,Anthony Johnson,30,IND,0,1,615,0.002,FALSE,19352,3037
2005,mip,Rashard Lewis,25,SEA,0,1,615,0.002,FALSE,19769,3151
