season,award,player,age,tm,first,pts_won,pts_max,share,winner,seas_id,player_id
2004,nba roy,Kirk Hinrich,23,CHI,0,4,590,0.007,FALSE,19042,3459
2004,nba roy,Chris Bosh,19,TOR,0,2,590,0.003,FALSE,18823,3436
2004,nba roy,Marquis Daniels,23,DAL,0,1,590,0.002,FALSE,19087,3469
2004,smoy,Antawn Jamison,27,DAL,43,338,600,0.563,TRUE,18753,3104
2004,smoy,Al Harrington,23,IND,27,275,600,0.458,FALSE,18736,3101
2004,smoy,Manu Ginóbili,26,SAS,33,244,600,0.407,FALSE,19076,3401
2004,smoy,Bobby Jackson,30,SAC,5,70,600,0.117,FALSE,18778,3041
2004,smoy,Earl Boykins,27,DEN,3,46,600,0.077,FALSE,18907,3117
2004,smoy,Desmond Mason,26,MIL,4,45,600,0.075,FALSE,18886,3243
2004,smoy,Rafer Alston,27,MIA,1,14,600,0.023,FALSE,19160,3211
2004,smoy,Shane Battier,25,MEM,2,10,600,0.017,FALSE,19227,3350
2004,smoy,Raja Bell,27,UTA,1,9,600,0.015,FALSE,19161,3284
2004,smoy,Maurice Taylor,27,HOU,1,8,600,0.013,FALSE,19097,3081
2004,smoy,Corliss Williamson,30,DET,0,8,600,0.013,FALSE,18847,2908
2004,smoy,Bonzi Wells,27,TOT,0,5,600,0.008,FALSE,18780,3105
2004,smoy,Darrell Armstrong,35,NOH,0,4,600,0.007,FALSE,18871,2846
2004,smoy,Ricky Davis,24,TOT,0,2,600,0.003,FALSE,19182,3153
2004,smoy,Fred Hoiberg,31,MIN,0,1,600,0.002,FALSE,18928,2922
2004,smoy,Vladimir Radmanović,23,SEA,0,1,600,0.002,FALSE,19294,3361
2003,dpoy,Ben Wallace,28,DET,100,531,585,0.908,TRUE,18290,2971
2003,dpoy,Metta World Peace,23,IND,2,122,585,0.209,FALSE,18564,3205
2003,dpoy,Kevin Garnett,26,MIN,8,121,585,0.207,FALSE,18515,2936
2003,dpoy,Tim Duncan,26,SAS,2,90,585,0.154,FALSE,18690,3092
2003,dpoy,Doug Christie,32,SAC,5,85,585,0.145,FALSE,18387,2712
2003,dpoy,Allen Iverson,27,PHI,0,29,585,0.05,FALSE,18260,2967
2003,dpoy,Bruce Bowen,31,SAS,0,20,585,0.034,FALSE,18311,2975
2003,dpoy,Kobe Bryant,24,LAL,0,16,585,0.027,FALSE,18522,3000
2003,dpoy,Theo Ratliff,29,ATL,0,15,585,0.026,FALSE,18688,2959
2003,dpoy,Eric Snow,29,PHI,0,6,585,0.01,FALSE,18406,2919
2003,dpoy,Gary Payton,34,TOT,0,5,585,0.009,FALSE,18416,2585
2003,dpoy,Kenyon Martin,25,NJN,0,4,585,0.007,FALSE,18512,3264
2003,dpoy,Adonal Foyle,27,GSW,0,3,585,0.005,FALSE,18255,3035
2003,dpoy,Shawn Marion,24,PHO,0,3,585,0.005,FALSE,18670,3218
2003,dpoy,Shaquille O'Neal,30,LAL,0,3,585,0.005,FALSE,18666,2751
2003,mip,Gilbert Arenas,21,GSW,41,288,590,0.488,TRUE,18422,3317
2003,mip,Matt Harpring,26,UTA,29,234,590,0.397,FALSE,18558,3136
2003,mip,Troy Murphy,22,GSW,18,144,590,0.244,FALSE,18708,3359
2003,mip,Tony Parker,20,SAS,14,143,590,0.242,FALSE,18700,3356
2003,mip,Ricky Davis,23,CLE,2,43,590,0.073,FALSE,18632,3153
2003,mip,Chauncey Billups,26,DET,3,42,590,0.071,FALSE,18325,3048
2003,mip,Jason Williams,27,MEM,3,40,590,0.068,FALSE,18464,3123
2003,mip,Richard Jefferson,22,NJN,2,23,590,0.039,FALSE,18629,3346
2003,mip,Troy Hudson,26,MIN,1,14,590,0.024,FALSE,18707,3098
2003,mip,Corey Maggette,23,LAC,0,12,590,0.02,FALSE,18345,3178
2003,mip,Bobby Jackson,29,SAC,0,11,590,0.019,FALSE,18296,3041
2003,mip,Michael Redd,23,MIL,1,9,590,0.015,FALSE,18572,3275
2003,mip,Metta World Peace,23,IND,1,7,590,0.012,FALSE,18564,3205
2003,mip,Andrei Kirilenko,21,UTA,1,5,590,0.008,FALSE,18266,3298
2003,mip,Dirk Nowitzki,24,DAL,1,5,590,0.008,FALSE,18382,3116
2003,mip,Jermaine O'Neal,24,IND,1,5,590,0.008,FALSE,18473,2993
2003,mip,Stephon Marbury,25,PHO,0,5,590,0.008,FALSE,18677,3026
2003,mip,Stephen Jackson,24,SAS,0,4,590,0.007,FALSE,18676,3290
2003,mip,Tracy McGrady,23,ORL,0,4,590,0.007,FALSE,18701,3096
2003,mip,Brad Miller,26,IND,0,4,590,0.007,FALSE,18300,3106
2003,mip,Brent Barry,31,SEA,0,3,590,0.005,FALSE,18304,2900
2003,mip,Kevin Garnett,26,MIN,0,3,590,0.005,FALSE,18515,2936
2003,mip,Zydrunas Ilgauskas,27,CLE,0,3,590,0.005,FALSE,18731,3100
2003,mip,Eric Snow,29,PHI,0,3,590,0.005,FALSE,18406,2919
2003,mip,Earl Boykins,26,GSW,0,2,590,0.003,FALSE,18391,3117
2003,mip,Dion Glover,24,ATL,0,1,590,0.002,FALSE,18381,3184
2003,mip,Anfernee Hardaway,31,PHO,0,1,590,0.002,FALSE,18268,2767
2003,mip,Antawn Jamison,26,GSW,0,1,590,0.002,FALSE,18270,3104
2003,mip,Steve Nash,28,DAL,0,1,590,0.002,FALSE,18680,3028
2003,mip,Rasho Nesterović,26,MIN,0,1,590,0.002,FALSE,18620,3152
2003,mip,Stromile Swift,23,MEM,0,1,590,0.002,FALSE,18683,3292
2003,nba mvp,Tim Duncan,26,SAS,60,962,1190,0.808,TRUE,18690,3092
2003,nba mvp,Kevin Garnett,26,MIN,43,871,1190,0.732,FALSE,18515,2936
2003,nba mvp,Kobe Bryant,24,LAL,8,496,1190,0.417,FALSE,18522,3000
2003,nba mvp,Tracy McGrady,23,ORL,4,427,1190,0.359,FALSE,18701,3096
2003,nba mvp,Shaquille O'Neal,30,LAL,3,126,1190,0.106,FALSE,18666,2751
2003,nba mvp,Allen Iverson,27,PHI,0,83,1190,0.07,FALSE,18260,2967
2003,nba mvp,Dirk Nowitzki,24,DAL,0,43,1190,0.036,FALSE,18382,3116
2003,nba mvp,Ben Wallace,28,DET,1,33,1190,0.028,FALSE,18290,2971
2003,nba mvp,Jason Kidd,29,NJN,0,31,1190,0.026,FALSE,18461,2870
2003,nba mvp,Chris Webber,29,SAC,0,19,1190,0.016,FALSE,18335,2781
2003,nba mvp,Jamal Mashburn,30,NOH,0,1,1190,0.001,FALSE,18449,2801
2003,nba mvp,Steve Nash,28,DAL,0,1,1190,0.001,FALSE,18680,3028
2003,nba mvp,Paul Pierce,25,BOS,0,1,1190,0.001,FALSE,18603,3146
2003,nba roy,Amar'e Stoudemire,20,PHO,59,458,585,0.783,TRUE,18264,3366
2003,nba roy,Yao Ming,22,HOU,45,405,585,0.692,FALSE,18727,3428
2003,nba roy,Caron Butler,22,MIA,13,179,585,0.306,FALSE,18319,3370
2003,nba roy,Manu Ginóbili,25,SAS,0,5,585,0.009,FALSE,18541,3401
2003,nba roy,Drew Gooden,21,TOT,0,3,585,0.005,FALSE,18388,3380
2003,nba roy,Nenê,20,DEN,0,2,585,0.003,FALSE,18593,3410
2003,nba roy,Carlos Boozer,21,CLE,0,1,585,0.002,FALSE,18318,3369
2003,smoy,Bobby Jackson,29,SAC,52,362,590,0.614,TRUE,18296,3041
2003,smoy,Michael Redd,23,MIL,33,257,590,0.436,FALSE,18572,3275
2003,smoy,Andrei Kirilenko,21,UTA,10,127,590,0.215,FALSE,18266,3298
2003,smoy,Nick Van Exel,31,DAL,8,115,590,0.195,FALSE,18594,2814
2003,smoy,Corliss Williamson,29,DET,5,87,590,0.147,FALSE,18347,2908
2003,smoy,Malik Rose,28,SAS,6,57,590,0.097,FALSE,18539,3002
2003,smoy,Earl Boykins,26,GSW,4,42,590,0.071,FALSE,18391,3117
2003,smoy,Al Harrington,22,IND,0,7,590,0.012,FALSE,18257,3101
2003,smoy,Jon Barry,33,DET,0,4,590,0.007,FALSE,18488,2726
2003,smoy,Toni Kukoč,34,MIL,0,3,590,0.005,FALSE,18696,2829
2003,smoy,Keon Clark,27,SAC,0,1,590,0.002,FALSE,18513,3129
2003,smoy,Lucious Harris,32,NJN,0,1,590,0.002,FALSE,18536,2807
2003,smoy,Joe Johnson,21,PHO,0,1,590,0.002,FALSE,18481,3327
2002,dpoy,Ben Wallace,27,DET,116,116,120,0.967,TRUE,17785,2971
2002,dpoy,Kevin Garnett,25,MIN,2,2,120,0.017,FALSE,18026,2936
2002,dpoy,Kobe Bryant,23,LAL,1,1,120,0.008,FALSE,18033,3000
2002,dpoy,Dikembe Mutombo,35,PHI,1,1,120,0.008,FALSE,17884,2648
2002,mip,Jermaine O'Neal,23,IND,52,52,126,0.413,TRUE,17984,2993
2002,mip,Ben Wallace,27,DET,16,16,126,0.127,FALSE,17785,2971
2002,mip,Steve Nash,27,DAL,9,9,126,0.071,FALSE,18185,3028
2002,mip,Jerry Stackhouse,27,DET,7,7,126,0.056,FALSE,17988,2930
2002,mip,Brent Barry,30,SEA,6,6,126,0.048,FALSE,17799,2900
2002,mip,Wally Szczerbiak,24,MIN,5,5,126,0.04,FALSE,18238,3225
2002,mip,Troy Hudson,25,ORL,4,4,126,0.032,FALSE,18222,3098
2002,mip,Michael Olowokandi,26,LAC,4,4,126,0.032,FALSE,18079,3139
2002,mip,Kenyon Martin,24,NJN,3,3,126,0.024,FALSE,18023,3264
2002,mip,Andre Miller,25,CLE,3,3,126,0.024,FALSE,17763,3171
2002,mip,Michael Redd,22,MIL,3,3,126,0.024,FALSE,18080,3275
2002,mip,Desmond Mason,24,SEA,2,2,126,0.016,FALSE,17881,3243
2002,mip,Gary Payton,33,SEA,2,2,126,0.016,FALSE,17925,2585
2002,mip,Kenny Thomas,24,HOU,2,2,126,0.016,FALSE,18022,3200
2002,mip,Hedo Türkoğlu,22,SAC,2,2,126,0.016,FALSE,17944,3252
2002,mip,Ricky Davis,22,CLE,1,1,126,0.008,FALSE,18140,3153
2002,mip,Bobby Jackson,28,SAC,1,1,126,0.008,FALSE,17791,3041
2002,mip,Todd MacCulloch,26,NJN,1,1,126,0.008,FALSE,18204,3222
2002,mip,Lee Nailon,26,CHH,1,1,126,0.008,FALSE,18044,3268
2002,mip,Wesley Person,30,CLE,1,1,126,0.008,FALSE,18242,2889
2002,mip,Jason Terry,24,ATL,1,1,126,0.008,FALSE,17977,3194
2002,nba mvp,Tim Duncan,25,SAS,57,954,1260,0.757,TRUE,18198,3092
2002,nba mvp,Jason Kidd,28,NJN,45,897,1260,0.712,FALSE,17975,2870
2002,nba mvp,Shaquille O'Neal,29,LAL,15,696,1260,0.552,FALSE,18171,2751
2002,nba mvp,Tracy McGrady,22,ORL,7,390,1260,0.31,FALSE,18213,3096
2002,nba mvp,Kobe Bryant,23,LAL,1,98,1260,0.078,FALSE,18033,3000
2002,nba mvp,Gary Payton,33,SEA,1,54,1260,0.043,FALSE,17925,2585
2002,nba mvp,Chris Webber,28,SAC,0,37,1260,0.029,FALSE,17835,2781
2002,nba mvp,Dirk Nowitzki,23,DAL,0,31,1260,0.025,FALSE,17886,3116
2002,nba mvp,Allen Iverson,26,PHI,0,29,1260,0.023,FALSE,17757,2967
2002,nba mvp,Ben Wallace,27,DET,0,24,1260,0.019,FALSE,17785,2971
2002,nba mvp,Paul Pierce,24,BOS,0,22,1260,0.017,FALSE,18113,3146
2002,nba mvp,Kevin Garnett,25,MIN,0,17,1260,0.013,FALSE,18026,2936
2002,nba mvp,Michael Jordan,38,WAS,0,16,1260,0.013,FALSE,18078,2193
2002,nba mvp,Steve Nash,27,DAL,0,5,1260,0.004,FALSE,18185,3028
2002,nba mvp,Jerry Stackhouse,27,DET,0,3,1260,0.002,FALSE,17988,2930
2002,nba mvp,Mike Bibby,23,SAC,0,1,1260,0.001,FALSE,18083,3140
2002,nba mvp,Elton Brand,22,LAC,0,1,1260,0.001,FALSE,17909,3186
2002,nba mvp,Peja Stojaković,24,SAC,0,1,1260,0.001,FALSE,18114,3147
2002,nba roy,Pau Gasol,21,MEM,117,117,126,0.929,TRUE,18112,3342
2002,nba roy,Richard Jefferson,21,NJN,3,3,126,0.024,FALSE,18137,3346
2002,nba roy,Andrei Kirilenko,20,UTA,2,2,126,0.016,FALSE,17764,3298
2002,nba roy,Jason Richardson,21,GSW,2,2,126,0.016,FALSE,17976,3323
2002,nba roy,Jamaal Tinsley,23,IND,2,2,126,0.016,FALSE,17964,3319
2002,smoy,Corliss Williamson,28,DET,56,56,125,0.448,TRUE,17844,2908
2002,smoy,Bobby Jackson,28,SAC,30,30,125,0.24,FALSE,17791,3041
2002,smoy,Quentin Richardson,21,LAC,20,20,125,0.16,FALSE,18118,3283
2002,smoy,Malik Rose,27,SAS,8,8,125,0.064,FALSE,18051,3002
2002,smoy,Troy Hudson,25,ORL,3,3,125,0.024,FALSE,18222,3098
2002,smoy,Desmond Mason,24,SEA,3,3,125,0.024,FALSE,17881,3243
2002,smoy,Hedo Türkoğlu,22,SAC,2,2,125,0.016,FALSE,17944,3252
2002,smoy,Ricky Davis,22,CLE,1,1,125,0.008,FALSE,18140,3153
2002,smoy,Robert Horry,31,LAL,1,1,125,0.008,FALSE,18141,2747
2002,smoy,Jacque Vaughn,26,ATL,1,1,125,0.008,FALSE,17956,3063
2001,dpoy,Dikembe Mutombo,34,TOT,48,48,123,0.39,TRUE,17365,2648
2001,dpoy,Kevin Garnett,24,MIN,26,26,123,0.211,FALSE,17507,2936
2001,dpoy,Tim Duncan,24,SAS,14,14,123,0.114,FALSE,17695,3092
2001,dpoy,Doug Christie,30,SAC,9,9,123,0.073,FALSE,17374,2712
2001,dpoy,David Robinson,35,SAS,6,6,123,0.049,FALSE,17347,2494
2001,dpoy,Ben Wallace,26,DET,6,6,123,0.049,FALSE,17251,2971
2001,dpoy,Theo Ratliff,27,PHI,4,4,123,0.033,FALSE,17694,2959
2001,dpoy,Bruce Bowen,29,MIA,2,2,123,0.016,FALSE,17271,2975
2001,dpoy,Anthony Mason,34,MIA,2,2,123,0.016,FALSE,17235,2481
2001,dpoy,Shaquille O'Neal,28,LAL,2,2,123,0.016,FALSE,17670,2751
2001,dpoy,Kobe Bryant,22,LAL,1,1,123,0.008,FALSE,17516,3000
2001,dpoy,Allen Iverson,25,PHI,1,1,123,0.008,FALSE,17222,2967
2001,dpoy,Jason Kidd,27,PHO,1,1,123,0.008,FALSE,17463,2870
2001,dpoy,Shawn Marion,22,PHO,1,1,123,0.008,FALSE,17674,3218
2001,mip,Tracy McGrady,21,ORL,74,74,124,0.597,TRUE,17711,3096
2001,mip,Peja Stojaković,23,SAC,14,14,124,0.113,FALSE,17609,3147
2001,mip,Steve Nash,26,DAL,12,12,124,0.097,FALSE,17685,3028
2001,mip,Shawn Marion,22,PHO,6,6,124,0.048,FALSE,17674,3218
2001,mip,Baron Davis,21,CHH,4,4,124,0.032,FALSE,17250,3173
2001,mip,Dirk Nowitzki,22,DAL,4,4,124,0.032,FALSE,17369,3116
2001,mip,Travis Best,28,IND,2,2,124,0.016,FALSE,17716,2962
2001,mip,Jason Terry,23,ATL,2,2,124,0.016,FALSE,17464,3194
2001,mip,Richard Hamilton,22,WAS,1,1,124,0.008,FALSE,17628,3212
2001,mip,Donyell Marshall,27,UTA,1,1,124,0.008,FALSE,17373,2853
2001,mip,Jeff McInnis,26,LAC,1,1,124,0.008,FALSE,17467,2992
2001,mip,Ben Wallace,26,DET,1,1,124,0.008,FALSE,17251,2971
2001,mip,Bonzi Wells,24,POR,1,1,124,0.008,FALSE,17260,3105
2001,mip,Alvin Williams,26,TOR,1,1,124,0.008,FALSE,17224,3036
2001,nba mvp,Allen Iverson,25,PHI,93,1121,1240,0.904,TRUE,17222,2967
2001,nba mvp,Tim Duncan,24,SAS,18,706,1240,0.569,FALSE,17695,3092
2001,nba mvp,Shaquille O'Neal,28,LAL,7,578,1240,0.466,FALSE,17670,2751
2001,nba mvp,Chris Webber,27,SAC,5,521,1240,0.42,FALSE,17306,2781
2001,nba mvp,Kevin Garnett,24,MIN,1,151,1240,0.122,FALSE,17507,2936
2001,nba mvp,Tracy McGrady,21,ORL,0,64,1240,0.052,FALSE,17711,3096
2001,nba mvp,Karl Malone,37,UTA,0,21,1240,0.017,FALSE,17496,2252
2001,nba mvp,Jason Kidd,27,PHO,0,18,1240,0.015,FALSE,17463,2870
2001,nba mvp,Kobe Bryant,22,LAL,0,11,1240,0.009,FALSE,17516,3000
2001,nba mvp,David Robinson,35,SAS,0,8,1240,0.006,FALSE,17347,2494
2001,nba mvp,Ray Allen,25,MIL,0,7,1240,0.006,FALSE,17625,3016
2001,nba mvp,Vince Carter,24,TOR,0,7,1240,0.006,FALSE,17730,3166
2001,nba mvp,Paul Pierce,23,BOS,0,5,1240,0.004,FALSE,17608,3146
2001,nba mvp,Jerry Stackhouse,26,DET,0,3,1240,0.002,FALSE,17475,2930
2001,nba mvp,Michael Finley,27,DAL,0,1,1240,0.001,FALSE,17569,2948
2001,nba mvp,Anthony Mason,34,MIA,0,1,1240,0.001,FALSE,17235,2481
2001,nba mvp,John Stockton,38,UTA,0,1,1240,0.001,FALSE,17486,2183
2001,nba roy,Mike Miller,20,ORL,75,75,124,0.605,TRUE,17577,3276
2001,nba roy,Kenyon Martin,23,NJN,36,36,124,0.29,FALSE,17502,3264
2001,nba roy,Marc Jackson,26,GSW,7,7,124,0.056,FALSE,17545,3270
2001,nba roy,Darius Miles,19,LAC,3,3,124,0.024,FALSE,17342,3239
2001,nba roy,Morris Peterson,23,TOR,3,3,124,0.024,FALSE,17586,3279
2001,smoy,Aaron McKie,28,PHI,57,57,124,0.46,TRUE,17214,2832
2001,smoy,Tim Thomas,23,MIL,27,27,124,0.218,FALSE,17698,3093
2001,smoy,LaPhonso Ellis,30,MIN,10,10,124,0.081,FALSE,17523,2728
2001,smoy,Bobby Jackson,27,SAC,9,9,124,0.073,FALSE,17259,3041
2001,smoy,Travis Best,28,IND,5,5,124,0.04,FALSE,17716,2962
2001,smoy,Ruben Patterson,25,SEA,4,4,124,0.032,FALSE,17650,3156
2001,smoy,Rodney Rogers,29,PHO,4,4,124,0.032,FALSE,17641,2821
2001,smoy,Steve Smith,31,POR,4,4,124,0.032,FALSE,17686,2688
2001,smoy,Donyell Marshall,27,UTA,2,2,124,0.016,FALSE,17373,2853
2001,smoy,Austin Croshere,25,IND,1,1,124,0.008,FALSE,17248,3040
2001,smoy,Tony Delk,27,PHO,1,1,124,0.008,FALSE,17708,3031
2000,dpoy,Alonzo Mourning,29,MIA,62,62,121,0.512,TRUE,16728,2696
2000,dpoy,Shaquille O'Neal,27,LAL,21,21,121,0.174,FALSE,17144,2751
2000,dpoy,Eddie Jones,28,CHH,11,11,121,0.091,FALSE,16888,2855
2000,dpoy,Dikembe Mutombo,33,ATL,11,11,121,0.091,FALSE,16869,2648
2000,dpoy,Kobe Bryant,21,LAL,4,4,121,0.033,FALSE,17002,3000
2000,dpoy,Gary Payton,31,SEA,4,4,121,0.033,FALSE,16912,2585
2000,dpoy,Kevin Garnett,23,MIN,2,2,121,0.017,FALSE,16996,2936
2000,dpoy,Kendall Gill,31,NJN,1,1,121,0.008,FALSE,16991,2598
2000,dpoy,Jason Kidd,26,PHO,1,1,121,0.008,FALSE,16950,2870
2000,dpoy,Anthony Mason,33,CHH,1,1,121,0.008,FALSE,16741,2481
2000,dpoy,Bo Outlaw,28,ORL,1,1,121,0.008,FALSE,16771,2771
2000,dpoy,Scottie Pippen,34,POR,1,1,121,0.008,FALSE,17138,2394
2000,dpoy,Clifford Robinson,33,PHO,1,1,121,0.008,FALSE,16825,2492
2000,mip,Jalen Rose,27,IND,32,32,121,0.264,TRUE,16941,2867
2000,mip,Dirk Nowitzki,21,DAL,25,25,121,0.207,FALSE,16871,3116
2000,mip,Jerry Stackhouse,25,DET,19,19,121,0.157,FALSE,16962,2930
2000,mip,Austin Croshere,24,IND,17,17,121,0.14,FALSE,16756,3040
2000,mip,Tracy McGrady,20,TOR,7,7,121,0.058,FALSE,17185,3096
2000,mip,John Amaechi,29,ORL,4,4,121,0.033,FALSE,16968,2933
2000,mip,Ruben Patterson,24,SEA,4,4,121,0.033,FALSE,17121,3156
2000,mip,Michael Dickerson,24,VAN,3,3,121,0.025,FALSE,17050,3137
2000,mip,Rodney Rogers,28,PHO,3,3,121,0.025,FALSE,17113,2821
2000,mip,Shaquille O'Neal,27,LAL,2,2,121,0.017,FALSE,17144,2751
2000,mip,Kobe Bryant,21,LAL,1,1,121,0.008,FALSE,17002,3000
2000,mip,Derrick Coleman,32,CHH,1,1,121,0.008,FALSE,16862,2580
2000,mip,Sean Elliott,31,SAS,1,1,121,0.008,FALSE,17139,2543
2000,mip,Rashard Lewis,20,SEA,1,1,121,0.008,FALSE,17094,3151
2000,mip,Bob Sura,26,CLE,1,1,121,0.008,FALSE,16772,2899
2000,nba mvp,Shaquille O'Neal,27,LAL,120,1207,1210,0.998,TRUE,17144,2751
2000,nba mvp,Kevin Garnett,23,MIN,0,408,1210,0.337,FALSE,16996,2936
2000,nba mvp,Alonzo Mourning,29,MIA,0,367,1210,0.303,FALSE,16728,2696
2000,nba mvp,Karl Malone,36,UTA,0,312,1210,0.258,FALSE,16987,2252
2000,nba mvp,Tim Duncan,23,SAS,0,248,1210,0.205,FALSE,17166,3092
2000,nba mvp,Gary Payton,31,SEA,0,180,1210,0.149,FALSE,16912,2585
2000,nba mvp,Allen Iverson,24,PHI,1,132,1210,0.109,FALSE,16727,2967
2000,nba mvp,Grant Hill,27,DET,0,113,1210,0.093,FALSE,16920,2863
2000,nba mvp,Chris Webber,26,SAC,0,96,1210,0.079,FALSE,16816,2781
2000,nba mvp,Vince Carter,23,TOR,0,51,1210,0.042,FALSE,17197,3166
2000,nba mvp,Jason Kidd,26,PHO,0,25,1210,0.021,FALSE,16950,2870
2000,nba mvp,Kobe Bryant,21,LAL,0,3,1210,0.002,FALSE,17002,3000
2000,nba mvp,Darrell Armstrong,31,ORL,0,1,1210,0.001,FALSE,16845,2846
2000,nba mvp,Michael Finley,26,DAL,0,1,1210,0.001,FALSE,17052,2948
2000,nba mvp,Reggie Miller,34,IND,0,1,1210,0.001,FALSE,17099,2386
2000,nba mvp,Jalen Rose,27,IND,0,1,1210,0.001,FALSE,16941,2867
2000,nba roy,Elton Brand,20,CHI,58,58,121,0.479,TRUE,16893,3186
2000,nba roy,Steve Francis,22,HOU,58,58,121,0.479,TRUE,17153,3219
2000,nba roy,Lamar Odom,20,LAC,3,3,121,0.025,FALSE,17007,3201
2000,nba roy,Andre Miller,23,CLE,2,2,121,0.017,FALSE,16731,3171
2000,smoy,Rodney Rogers,28,PHO,104,104,121,0.86,TRUE,17113,2821
2000,smoy,Cuttino Mobley,24,HOU,7,7,121,0.058,FALSE,16831,3114
2000,smoy,Cedric Ceballos,30,DAL,3,3,121,0.025,FALSE,16795,2572
2000,smoy,Tracy McGrady,20,TOR,3,3,121,0.025,FALSE,17185,3096
2000,smoy,Jerome Williams,26,DET,2,2,121,0.017,FALSE,16961,2994
2000,smoy,Marcus Camby,25,NYK,1,1,121,0.008,FALSE,17030,3004
2000,smoy,Peja Stojaković,22,SAC,1,1,121,0.008,FALSE,17081,3147
1999,dpoy,Alonzo Mourning,28,MIA,89,89,118,0.754,TRUE,16219,2696
1999,dpoy,Dikembe Mutombo,32,ATL,10,10,118,0.085,FALSE,16362,2648
1999,dpoy,Gary Payton,30,SEA,6,6,118,0.051,FALSE,16408,2585
1999,dpoy,David Robinson,33,SAS,3,3,118,0.025,FALSE,16342,2494
1999,dpoy,Tim Duncan,22,SAS,2,2,118,0.017,FALSE,16669,3092
1999,dpoy,Theo Ratliff,25,PHI,2,2,118,0.017,FALSE,16667,2959
1999,dpoy,Michael Curry,30,MIL,1,1,118,0.008,FALSE,16548,2811
1999,dpoy,Kevin Garnett,22,MIN,1,1,118,0.008,FALSE,16501,2936
1999,dpoy,Eddie Jones,27,TOT,1,1,118,0.008,FALSE,16383,2855
1999,dpoy,Hakeem Olajuwon,36,HOU,1,1,118,0.008,FALSE,16424,2176
1999,dpoy,Scottie Pippen,33,HOU,1,1,118,0.008,FALSE,16634,2394
1999,dpoy,Clifford Robinson,32,PHO,1,1,118,0.008,FALSE,16316,2492
1999,mip,Darrell Armstrong,30,ORL,54,54,118,0.458,TRUE,16340,2846
1999,mip,Eric Snow,25,PHI,15,15,118,0.127,FALSE,16397,2919
1999,mip,Gary Trent,24,DAL,14,14,118,0.119,FALSE,16409,2923
1999,mip,Joe Smith,23,MIN,8,8,118,0.068,FALSE,16474,2932
1999,mip,Danny Fortson,22,DEN,7,7,118,0.059,FALSE,16337,3052
1999,mip,Theo Ratliff,25,PHI,4,4,118,0.034,FALSE,16667,2959
1999,mip,Maurice Taylor,22,LAC,3,3,118,0.025,FALSE,16547,3081
1999,mip,Brian Grant,26,POR,2,2,118,0.017,FALSE,16270,2840
1999,mip,Tracy McGrady,19,TOR,2,2,118,0.017,FALSE,16683,3096
1999,mip,Dee Brown,30,TOR,1,1,118,0.008,FALSE,16347,2578
1999,mip,Randy Brown,30,CHI,1,1,118,0.008,FALSE,16588,2678
1999,mip,Othella Harrington,25,HOU,1,1,118,0.008,FALSE,16572,3013
1999,mip,Antonio McDyess,24,DEN,1,1,118,0.008,FALSE,16240,2896
1999,mip,Greg Ostertag,25,UTA,1,1,118,0.008,FALSE,16423,2925
1999,mip,Clifford Robinson,32,PHO,1,1,118,0.008,FALSE,16316,2492
1999,mip,Bryon Russell,28,UTA,1,1,118,0.008,FALSE,16278,2775
1999,mip,Latrell Sprewell,28,NYK,1,1,118,0.008,FALSE,16515,2729
1999,mip,Haywoode Workman,33,MIL,1,1,118,0.008,FALSE,16426,2511
1999,nba mvp,Karl Malone,35,UTA,44,827,1180,0.701,TRUE,16490,2252
1999,nba mvp,Alonzo Mourning,28,MIA,36,773,1180,0.655,FALSE,16219,2696
1999,nba mvp,Tim Duncan,22,SAS,30,740,1180,0.627,FALSE,16669,3092
1999,nba mvp,Allen Iverson,23,PHI,5,319,1180,0.27,FALSE,16218,2967
1999,nba mvp,Jason Kidd,25,PHO,2,159,1180,0.135,FALSE,16453,2870
1999,nba mvp,Shaquille O'Neal,26,LAL,1,89,1180,0.075,FALSE,16640,2751
1999,nba mvp,Chris Webber,25,SAC,0,51,1180,0.043,FALSE,16310,2781
1999,nba mvp,Grant Hill,26,DET,0,39,1180,0.033,FALSE,16418,2863
1999,nba mvp,Gary Payton,30,SEA,0,35,1180,0.03,FALSE,16408,2585
1999,nba mvp,Kevin Garnett,22,MIN,0,9,1180,0.008,FALSE,16501,2936
1999,nba mvp,Shawn Kemp,29,CLE,0,7,1180,0.006,FALSE,16643,2544
1999,nba mvp,David Robinson,33,SAS,0,6,1180,0.005,FALSE,16342,2494
1999,nba mvp,Hakeem Olajuwon,36,HOU,0,3,1180,0.003,FALSE,16424,2176
1999,nba mvp,Arvydas Sabonis,34,POR,0,3,1180,0.003,FALSE,16242,2897
1999,nba mvp,Darrell Armstrong,30,ORL,0,2,1180,0.002,FALSE,16340,2846
1999,nba mvp,Vince Carter,22,TOR,0,1,1180,0.001,FALSE,16699,3166
1999,nba mvp,Anfernee Hardaway,27,ORL,0,1,1180,0.001,FALSE,16228,2767
1999,nba mvp,Mark Jackson,33,IND,0,1,1180,0.001,FALSE,16535,2373
1999,nba mvp,Glenn Robinson,26,MIL,0,1,1180,0.001,FALSE,16417,2862
1999,nba mvp,Steve Smith,29,ATL,0,1,1180,0.001,FALSE,16654,2688
1999,nba mvp,Rasheed Wallace,24,POR,0,1,1180,0.001,FALSE,16591,2950
